現在のパス,所有Gitリポジトリ,現在Git追跡,分類案,Git管理方針案,配置・統合先案,処置案,行数,パス表記のある行,内容SHA256,確認の深さ,整理後のパス,実施処置,統合先・保持節,実施前分類,実施後分類,実施後SHA256
provider-runtime/providers/google-drive/README.md,provider-runtime/providers/google-drive,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/google-drive/README.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,23,,25600435ec53ccf3d60a84e0649c76f8a48c1f5f24e2f2c03c5dfc62e7249884,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/google-drive/README.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/google-drive/README.md（全文保持、移動時はリンクを調整）,現行文書・案混在,現行文書,25600435ec53ccf3d60a84e0649c76f8a48c1f5f24e2f2c03c5dfc62e7249884
provider-runtime/providers/google-drive/instructions/backup-storage.md,provider-runtime/providers/google-drive,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/google-drive/instructions/backup-storage.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,93,,3b77f11318a30f41d0030138e23967ce118904ddd9289b060f4a16a20412b45b,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/google-drive/instructions/backup-storage.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/google-drive/instructions/backup-storage.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,3b77f11318a30f41d0030138e23967ce118904ddd9289b060f4a16a20412b45b
provider-runtime/providers/google-drive/knowledge/row-archive-storage-v1.md,provider-runtime/providers/google-drive,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/google-drive/knowledge/row-archive-storage-v1.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,43,,56c393547e2cfc3a1882e33a0b40598e3d5a114dd9c01817464070a3fce5dff0,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/google-drive/knowledge/row-archive-storage-v1.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/google-drive/knowledge/row-archive-storage-v1.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,56c393547e2cfc3a1882e33a0b40598e3d5a114dd9c01817464070a3fce5dff0
provider-runtime/providers/google-drive/knowledge/storage-policy.md,provider-runtime/providers/google-drive,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/google-drive/knowledge/storage-policy.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,30,,064dfdeec0859d87a85d06d115ff53a0777c7104d73c99e46c04ab218019c3cc,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/google-drive/knowledge/storage-policy.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/google-drive/knowledge/storage-policy.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,064dfdeec0859d87a85d06d115ff53a0777c7104d73c99e46c04ab218019c3cc
provider-runtime/providers/lark-base/README.md,provider-runtime/providers/lark-base,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/README.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,94,,04fc59b46b97a7da376e849c1168368230451a14069acc8cc94f8f04344143a1,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/README.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/README.md（全文保持、移動時はリンクを調整）,現行文書・案混在,現行文書,04fc59b46b97a7da376e849c1168368230451a14069acc8cc94f8f04344143a1
provider-runtime/providers/lark-base/instructions/attachment-key-evidence.md,provider-runtime/providers/lark-base,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/instructions/attachment-key-evidence.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,143,,7c34771b54e620d1bb968f783f0a5a8ab60d270c59c4118f470da75ce13c28a2,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/instructions/attachment-key-evidence.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/instructions/attachment-key-evidence.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,7c34771b54e620d1bb968f783f0a5a8ab60d270c59c4118f470da75ce13c28a2
provider-runtime/providers/lark-base/instructions/attachment-package.md,provider-runtime/providers/lark-base,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/instructions/attachment-package.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,225,,5cdbab70b81e36eb232e2282f4292d18669826b68972c56375bf0dc7fa355880,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/instructions/attachment-package.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/instructions/attachment-package.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,5cdbab70b81e36eb232e2282f4292d18669826b68972c56375bf0dc7fa355880
provider-runtime/providers/lark-base/instructions/attachment-restore-execution.md,provider-runtime/providers/lark-base,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/instructions/attachment-restore-execution.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,118,,13d41e74ee5055bed5dc6d3cfa17d4e86cf109113b5f8833bb713979e05748d5,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/instructions/attachment-restore-execution.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/instructions/attachment-restore-execution.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,13d41e74ee5055bed5dc6d3cfa17d4e86cf109113b5f8833bb713979e05748d5
provider-runtime/providers/lark-base/instructions/attachment-restore-plan.md,provider-runtime/providers/lark-base,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/instructions/attachment-restore-plan.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,121,,6f7f6eb1a37a3b5c73286c2005c14a88a76070b3aa8813c2b758c9eeabe9e71a,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/instructions/attachment-restore-plan.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/instructions/attachment-restore-plan.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,6f7f6eb1a37a3b5c73286c2005c14a88a76070b3aa8813c2b758c9eeabe9e71a
provider-runtime/providers/lark-base/instructions/full-base-backup.md,provider-runtime/providers/lark-base,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/instructions/full-base-backup.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,106,,830a35ee0cfe9ad0e06b81620c535e831db6d0a46c7515ef88d2b0751631e88c,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/instructions/full-base-backup.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/instructions/full-base-backup.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,830a35ee0cfe9ad0e06b81620c535e831db6d0a46c7515ef88d2b0751631e88c
provider-runtime/providers/lark-base/knowledge/access-policy.md,provider-runtime/providers/lark-base,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/access-policy.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,342,,436619187afa5cf43d0f2029a81855568909481f71343669a82650f95cb3b828,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/access-policy.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/knowledge/access-policy.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,436619187afa5cf43d0f2029a81855568909481f71343669a82650f95cb3b828
provider-runtime/providers/lark-base/knowledge/gift-projection-selected.md,provider-runtime/providers/lark-base,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/gift-projection-selected.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,44,,06ad1ef4fba15fdbe6268f71acb04d7c0fa9c89ad906627838e989d32787e8d1,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/gift-projection-selected.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/knowledge/gift-projection-selected.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,06ad1ef4fba15fdbe6268f71acb04d7c0fa9c89ad906627838e989d32787e8d1
provider-runtime/providers/lark-base/knowledge/insight-selected-client.md,provider-runtime/providers/lark-base,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/insight-selected-client.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,47,,b62c8cfdd8ba6d6bbdcce79dbcbd37bc5dcf0497ac1604c0ecb4b6853a83e2da,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/insight-selected-client.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/knowledge/insight-selected-client.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,b62c8cfdd8ba6d6bbdcce79dbcbd37bc5dcf0497ac1604c0ecb4b6853a83e2da
provider-runtime/providers/lark-base/knowledge/invitation-compaction-selected-client.md,provider-runtime/providers/lark-base,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/invitation-compaction-selected-client.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,47,,71742919384122ede14a0ad7708ec473a569ed1d2be8e5693f8464da9f892018,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/invitation-compaction-selected-client.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/knowledge/invitation-compaction-selected-client.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,71742919384122ede14a0ad7708ec473a569ed1d2be8e5693f8464da9f892018
provider-runtime/providers/lark-base/knowledge/invitation-selected-client.md,provider-runtime/providers/lark-base,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/invitation-selected-client.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,61,,4f0558ba35da7298120139ccc2454c832fd35d2668dd75845083faa3f2cdff87,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/invitation-selected-client.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/knowledge/invitation-selected-client.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,4f0558ba35da7298120139ccc2454c832fd35d2668dd75845083faa3f2cdff87
provider-runtime/providers/lark-base/knowledge/live-history-compaction-selected-client.md,provider-runtime/providers/lark-base,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/live-history-compaction-selected-client.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,70,,92767dd7d667f79d63beb4ad4b574da5e66e8a6d464583e6b042375f9718f467,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/live-history-compaction-selected-client.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/knowledge/live-history-compaction-selected-client.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,92767dd7d667f79d63beb4ad4b574da5e66e8a6d464583e6b042375f9718f467
provider-runtime/providers/lark-base/knowledge/live-history-selected-client.md,provider-runtime/providers/lark-base,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/live-history-selected-client.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,50,,ab09bf10a7dd25b8950d85724c3d63708a93b6f538f460ff13bdc9acbb636e05,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/live-history-selected-client.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/knowledge/live-history-selected-client.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,ab09bf10a7dd25b8950d85724c3d63708a93b6f538f460ff13bdc9acbb636e05
provider-runtime/providers/lark-base/knowledge/live-metrics-compaction-selected-client.md,provider-runtime/providers/lark-base,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/live-metrics-compaction-selected-client.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,65,,c8a6e50230da00a0d789c105f626e3dc7f31f44e815ab3e72fac766845feefb2,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/live-metrics-compaction-selected-client.md,固有の対象/field数/媒体条件を保持。共通の操作拒否、plan/authorizeDeletes/readback、maintenance handoff説明を同Provider内へ統合。配布knowledgeから参照可,provider-runtime/providers/lark-base/knowledge/live-metrics-compaction-selected-client.md; provider-runtime/providers/lark-base/knowledge/compaction-selected-policy.md,配布資源,配布資源,ec934964278d5f2ba7ce46c8144da1bd34ed0f145a6cbfedf0eabdb2352f6018
provider-runtime/providers/lark-base/knowledge/profile-compaction-selected-client.md,provider-runtime/providers/lark-base,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/profile-compaction-selected-client.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,66,,8d70c5a1412f0af9f2fcb7e8e1ea041b604f6690172ba6efdfc8529ffc43de12,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/profile-compaction-selected-client.md,固有の対象/field数/媒体条件を保持。共通の操作拒否、plan/authorizeDeletes/readback、maintenance handoff説明を同Provider内へ統合。配布knowledgeから参照可,provider-runtime/providers/lark-base/knowledge/profile-compaction-selected-client.md; provider-runtime/providers/lark-base/knowledge/compaction-selected-policy.md,配布資源,配布資源,eac01f6e99ac4c70ddc34b2e7ba9b8c109fbb8546b51395a031b131e383c1bbb
provider-runtime/providers/lark-base/knowledge/profile-selected-client.md,provider-runtime/providers/lark-base,未追跡,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-base/knowledge/profile-selected-client.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,52,,9b77b01d575368e53d45314715b64de27cde54aa0be1fd476aba96eae93a9692,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-base/knowledge/profile-selected-client.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-base/knowledge/profile-selected-client.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,9b77b01d575368e53d45314715b64de27cde54aa0be1fd476aba96eae93a9692
provider-runtime/providers/lark-chat/README.md,provider-runtime/providers/lark-chat,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-chat/README.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,40,,6215efc971fd1f9e3aa25c562b40edda1dd4d2ab95f065802f04c72df0c17b04,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-chat/README.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-chat/README.md（全文保持、移動時はリンクを調整）,現行文書・案混在,現行文書,6215efc971fd1f9e3aa25c562b40edda1dd4d2ab95f065802f04c72df0c17b04
provider-runtime/providers/lark-chat/instructions/conversation-message-read.md,provider-runtime/providers/lark-chat,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-chat/instructions/conversation-message-read.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,16,,92838a576e959a86cc3ce64beddf411bd95ae9f1642849672b6f03aa6cb9d9ad,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-chat/instructions/conversation-message-read.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-chat/instructions/conversation-message-read.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,92838a576e959a86cc3ce64beddf411bd95ae9f1642849672b6f03aa6cb9d9ad
provider-runtime/providers/lark-chat/knowledge/access-policy.md,provider-runtime/providers/lark-chat,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/lark-chat/knowledge/access-policy.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,24,,f02e8ecc5e5985f7ab98d45b4aecb3a0a362099699482420b34d244324620c10,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/lark-chat/knowledge/access-policy.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/lark-chat/knowledge/access-policy.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,f02e8ecc5e5985f7ab98d45b4aecb3a0a362099699482420b34d244324620c10
provider-runtime/providers/moneyforward-cloud-expense/README.md,provider-runtime/providers/moneyforward-cloud-expense,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/moneyforward-cloud-expense/README.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,145,72,2c750ceb9a9c852fdd10f0a07267a0b67b7afaa777786f3561d38582c3a342d5,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/moneyforward-cloud-expense/README.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/moneyforward-cloud-expense/README.md（全文保持、移動時はリンクを調整）,現行文書・案混在,現行文書,2c750ceb9a9c852fdd10f0a07267a0b67b7afaa777786f3561d38582c3a342d5
provider-runtime/providers/moneyforward-cloud-expense/instructions/provider.md,provider-runtime/providers/moneyforward-cloud-expense,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/moneyforward-cloud-expense/instructions/provider.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,31,,301351acf85dc7b6d993b7439ebd5db53c51a4828d8577aaa69e0d06462ece4a,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/moneyforward-cloud-expense/instructions/provider.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/moneyforward-cloud-expense/instructions/provider.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,301351acf85dc7b6d993b7439ebd5db53c51a4828d8577aaa69e0d06462ece4a
provider-runtime/providers/moneyforward-cloud-expense/knowledge/accounting-and-registration.md,provider-runtime/providers/moneyforward-cloud-expense,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/moneyforward-cloud-expense/knowledge/accounting-and-registration.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,56,,c8c90cdd65ad5451000fcba2dcfa085671872a1e97083b63d4e8515fc1858bf8,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/moneyforward-cloud-expense/knowledge/accounting-and-registration.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/moneyforward-cloud-expense/knowledge/accounting-and-registration.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,c8c90cdd65ad5451000fcba2dcfa085671872a1e97083b63d4e8515fc1858bf8
provider-runtime/providers/moneyforward-cloud-expense/knowledge/candidate-surfaces.md,provider-runtime/providers/moneyforward-cloud-expense,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/moneyforward-cloud-expense/knowledge/candidate-surfaces.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,52,,434569824c0280e396a2c480a11c6ba9f6d20c18e0cc62dd3d8aa403370e70ed,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/moneyforward-cloud-expense/knowledge/candidate-surfaces.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/moneyforward-cloud-expense/knowledge/candidate-surfaces.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,434569824c0280e396a2c480a11c6ba9f6d20c18e0cc62dd3d8aa403370e70ed
provider-runtime/providers/moneyforward-cloud-expense/knowledge/common-policy.md,provider-runtime/providers/moneyforward-cloud-expense,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/moneyforward-cloud-expense/knowledge/common-policy.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,27,,6c0c492f8268cd52b1fc06bc3619e9beeced654430112e8452204c78d4b1fba8,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/moneyforward-cloud-expense/knowledge/common-policy.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/moneyforward-cloud-expense/knowledge/common-policy.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,6c0c492f8268cd52b1fc06bc3619e9beeced654430112e8452204c78d4b1fba8
provider-runtime/providers/moneyforward-cloud-expense/knowledge/official-api-surface.md,provider-runtime/providers/moneyforward-cloud-expense,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/moneyforward-cloud-expense/knowledge/official-api-surface.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,100,,f7ab4a3033fd82a6f0b247eb4ee919883ef3b983f0d505cd4d8a7f8615d8aeee,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/moneyforward-cloud-expense/knowledge/official-api-surface.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/moneyforward-cloud-expense/knowledge/official-api-surface.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,f7ab4a3033fd82a6f0b247eb4ee919883ef3b983f0d505cd4d8a7f8615d8aeee
provider-runtime/providers/moneyforward-cloud-expense/knowledge/weekly-application.md,provider-runtime/providers/moneyforward-cloud-expense,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/moneyforward-cloud-expense/knowledge/weekly-application.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,86,,bed6ea72af5dd20dd00df59bc25022982cafea92146dc621721059f385163975,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/moneyforward-cloud-expense/knowledge/weekly-application.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/moneyforward-cloud-expense/knowledge/weekly-application.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,bed6ea72af5dd20dd00df59bc25022982cafea92146dc621721059f385163975
provider-runtime/providers/tiktok-ios/README.md,provider-runtime/providers/tiktok-ios,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/tiktok-ios/README.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,15,,9be698dea0e8ada169b552e135d8130b8c96739eb5c3f2eae13a310e5370b37e,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/tiktok-ios/README.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/tiktok-ios/README.md（全文保持、移動時はリンクを調整）,現行文書・案混在,現行文書,9be698dea0e8ada169b552e135d8130b8c96739eb5c3f2eae13a310e5370b37e
provider-runtime/providers/tiktok-ios/instructions/gift-history.md,provider-runtime/providers/tiktok-ios,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/tiktok-ios/instructions/gift-history.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,34,"18,21,29,30",9dc33c55eaecea2709506ababe9e4535f541a935aa153e1ede15e95fb35c243b,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/tiktok-ios/instructions/gift-history.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/tiktok-ios/instructions/gift-history.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,9dc33c55eaecea2709506ababe9e4535f541a935aa153e1ede15e95fb35c243b
provider-runtime/providers/tiktok-ios/instructions/live-history-observation.md,provider-runtime/providers/tiktok-ios,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/tiktok-ios/instructions/live-history-observation.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,17,,75e337749b478126f5675c49247b13f710c270d1cb57b9d95a29c11aae605c78,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/tiktok-ios/instructions/live-history-observation.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/tiktok-ios/instructions/live-history-observation.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,75e337749b478126f5675c49247b13f710c270d1cb57b9d95a29c11aae605c78
provider-runtime/providers/tiktok-ios/knowledge/common-policy.md,provider-runtime/providers/tiktok-ios,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/tiktok-ios/knowledge/common-policy.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,23,,13428314f3b24fb1e0e1297a96f8d8fdca70d534af34e1377865c741f560762c,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/tiktok-ios/knowledge/common-policy.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/tiktok-ios/knowledge/common-policy.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,13428314f3b24fb1e0e1297a96f8d8fdca70d534af34e1377865c741f560762c
provider-runtime/providers/tiktok-ios/knowledge/gift-export-surface.md,provider-runtime/providers/tiktok-ios,追跡済み,Provider仕様・知識・利用手順,Git対象（Providerの公開範囲を維持）,provider-runtime/providers/tiktok-ios/knowledge/gift-export-surface.md,Provider repository内で維持。正規化契約の重複は参照化し、サービス固有の差分を残す,41,,f9c917ace837470f3d800687d5281dc06720bb1ae1d0b6d29fb4bc9e06c52b53,全文の機械照合と表題・状態。個別意味の統合は未実施,provider-runtime/providers/tiktok-ios/knowledge/gift-export-surface.md,維持：所有先と役割が一致。業務契約の再審査・機能変更なし,provider-runtime/providers/tiktok-ios/knowledge/gift-export-surface.md（全文保持、移動時はリンクを調整）,配布資源,配布資源,f9c917ace837470f3d800687d5281dc06720bb1ae1d0b6d29fb4bc9e06c52b53
